estimated_price,car_name,miles,vin,body,primary_damage,secondary_damage,start_code,key_fob,airbags,car_image,url
2850,2006 CHRYSLER 300C ,"185,969 mi (Not Required/Exempt)",VIN: 2C3LA63H76H240055 ,Sedan 4 Door,Right Rear ,none,Vehicle Won't Start ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25270936~SID~I1,https://www.iaai.com/Vehicle?itemID=31642120&RowNumber=202&loadRecent=True
800,2003 MERCEDES-BENZ C 240 SPORTWAGON,"111,012 mi (Actual)",VIN: WDBRH61J83F312772 ,Wagon 4 Door,Mechanical ,none,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25336628~SID~I1,https://www.iaai.com/Vehicle?itemID=31736023&RowNumber=201&loadRecent=True
3700,2013 DODGE DART SE/AERO,"106,840 mi (Actual)",VIN: 1C3CDFAA5DD287771 ,Sedan 4 Door,Front End ,none,Vehicle Starts ,Present,Deployed,https://vis.iaai.com/singlethumbnail?imageKeys=25336430~SID~I1,https://www.iaai.com/Vehicle?itemID=31735980&RowNumber=200&loadRecent=True
2609,2005 BUICK LESABRE CUSTOM,"87,496 mi (Not Required/Exempt)",VIN: 1G4HP52K35U202479 ,Sedan 4 Door,Right Side ,none,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=24891210~SID~I1,https://www.iaai.com/Vehicle?itemID=31098038&RowNumber=212&loadRecent=True
15629,2017 NISSAN SENTRA S/SV/SR/SL,"27,272 mi (Actual)",VIN: 3N1AB7AP7HY333397 ,Sedan 4 Door,Left Side ,none,Run & Drive ,Present,Deployed,https://vis.iaai.com/singlethumbnail?imageKeys=25217462~SID~I1,https://www.iaai.com/Vehicle?itemID=31578865&RowNumber=198&loadRecent=True
2468,1998 TOYOTA CAMRY CE/LE/XLE,"135,271 mi (Actual)",VIN: 4T1BG22K2WU198124 ,Sedan 4 Door,Right Side ,none,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25216731~SID~I1,https://www.iaai.com/Vehicle?itemID=31578800&RowNumber=197&loadRecent=True
16617,2015 FORD FUSION SE,"232,114 mi (Not Actual)",VIN: 3FA6P0H96FR101003 ,US,Front End ,Left Front ,Vehicle Won't Start ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25007821~SID~I1,https://www.iaai.com/Vehicle?itemID=31270237&RowNumber=196&loadRecent=True
4408,2008 CHEVROLET COBALT SS,"137,981 mi (Not Required/Exempt)",VIN: 1G1AP18X187334413 ,Coupe 2 Door,Front & Rear ,Left Side ,Vehicle Starts ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25119994~SID~I1,https://www.iaai.com/Vehicle?itemID=31424600&RowNumber=195&loadRecent=True
2075,1997 TOYOTA 4RUNNER SR5,"236,882 mi (Actual)",VIN: JT3HN86R8V0110444 ,Sport Utility Vehicle 4 Door,Mechanical ,none,Run & Drive (Starts With Jump),Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=24056410~SID~I1,https://www.iaai.com/Vehicle?itemID=29987773&RowNumber=193&loadRecent=True
11400,2018 KIA FORTE LX/S,"9,137 mi (Actual)",VIN: 3KPFL4A72JE250370 ,Sedan 4 Door,Front End ,Left Front ,Run & Drive ,Present,Deployed,https://vis.iaai.com/singlethumbnail?imageKeys=25018675~SID~I1,https://www.iaai.com/Vehicle?itemID=31259998&RowNumber=192&loadRecent=True
3890,2007 DODGE CALIBER ,"73,506 mi (Actual)",VIN: 1B3HB28B37D209641 ,Hatchback 4 Door,Right Front ,Front End ,Vehicle Won't Start ,Present,Deployed,https://vis.iaai.com/singlethumbnail?imageKeys=24102254~SID~I1,https://www.iaai.com/Vehicle?itemID=29984012&RowNumber=194&loadRecent=True
5567,2002 TOYOTA CAMRY LE/XLE/SE,"186,214 mi (Not Required/Exempt)",VIN: 4T1BE32K52U557536 ,Sedan 4 Door,Right Front ,none,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=24888466~SID~I1,https://www.iaai.com/Vehicle?itemID=31127628&RowNumber=190&loadRecent=True
8110,2008 CHEVROLET COBALT LT,"152,009 mi (Actual)",VIN: 1G1AL18F287254878 ,Coupe 2 Door,Front & Rear ,Left & Right Side ,Vehicle Won't Start ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25228497~SID~I1,https://www.iaai.com/Vehicle?itemID=31592298&RowNumber=189&loadRecent=True
975,2006 MERCURY MONTEGO LUXURY,"230,092 mi (Not Required/Exempt)",VIN: 1MEFM40186G615702 ,Sedan 4 Door,Right Rear ,Left Front ,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25228320~SID~I1,https://www.iaai.com/Vehicle?itemID=31592272&RowNumber=188&loadRecent=True
0,2002 TOYOTA CAMRY LE/XLE/SE,"229,067 mi (Actual)",VIN: 4T1BE32K72U632625 ,Sedan 4 Door,All Over ,none,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25336200~SID~I1,https://www.iaai.com/Vehicle?itemID=31735929&RowNumber=199&loadRecent=True
14155,2013 CHEVROLET CRUZE LS,"120,755 mi (Actual)",VIN: 1G1PA5SG1D7253546 ,Sedan 4 Door,Front End ,none,Vehicle Won't Start ,Present,Deployed,https://vis.iaai.com/singlethumbnail?imageKeys=25117684~SID~I1,https://www.iaai.com/Vehicle?itemID=31424311&RowNumber=185&loadRecent=True
11770,2016 NISSAN ALTIMA 2.5/S/SV/SL/SR,"55,845 mi (Actual)",VIN: 1N4AL3AP7GN329709 ,Sedan 4 Door,Rear ,none,Cannot Test Start ,Missing,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=24072376~SID~I1,https://www.iaai.com/Vehicle?itemID=29965276&RowNumber=187&loadRecent=True
7277,2014 DODGE CHARGER SE,"54,783 mi (Actual)",VIN: 2C3CDXBG6EH342189 ,Sedan 4 Door,Right Side ,none,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=24057112~SID~I1,https://www.iaai.com/Vehicle?itemID=29977300&RowNumber=191&loadRecent=True
9800,2010 FORD F150 SUPERCREW,"114,861 mi (Not Actual)",VIN: 1FTFW1EV5AKE33774 ,Pickup 4 Door,Flood ,none,Vehicle Won't Start ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=24064199~SID~I1,https://www.iaai.com/Vehicle?itemID=29948520&RowNumber=182&loadRecent=True
7053,2002 FORD F150 ,"135,449 mi (Exceeds Mechanical Limits)",VIN: 1FTRF17W22NB87561 ,Pickup 2 Door,Front End ,none,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25271201~SID~I1,https://www.iaai.com/Vehicle?itemID=31655741&RowNumber=184&loadRecent=True
5212,2004 CHEVROLET SILVERADO C1500,"141,933 mi (Not Required/Exempt)",VIN: 1GCEC19X54Z254355 ,Pickup 4 Door,Right Side ,Front End ,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25224743~SID~I1,https://www.iaai.com/Vehicle?itemID=31592028&RowNumber=183&loadRecent=True
7743,2014 TOYOTA CAMRY L/SE/LE/XLE,"102,978 mi (Actual)",VIN: 4T4BF1FK3ER438387 ,US,Right Front ,Left Front ,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=24892214~SID~I1,https://www.iaai.com/Vehicle?itemID=31112525&RowNumber=180&loadRecent=True
3751,2009 MAZDA 5 ,"151,771 mi (Actual)",VIN: JM1CR29L790357698 ,Hatchback 4 Door,All Over ,Right Side ,Vehicle Won't Start ,Present,Deployed,https://vis.iaai.com/singlethumbnail?imageKeys=23694531~SID~I1,https://www.iaai.com/Vehicle?itemID=29939884&RowNumber=179&loadRecent=True
750,2001 KIA OPTIMA MAGENTIS/LX/SE,"117,348 mi (Not Required/Exempt)",VIN: KNAGD126615096051 ,Sedan 4 Door,Unknown ,none,Vehicle Won't Start ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25275791~SID~I1,https://www.iaai.com/Vehicle?itemID=31837702&RowNumber=177&loadRecent=True
11815,2016 NISSAN SENTRA S/SV/SR/SL,"46,300 mi (Actual)",VIN: 3N1AB7AP8GY306742 ,Sedan 4 Door,Right Front ,Front End ,Vehicle Starts ,Present,"Spare Tire Missing, Alloy Wheels",https://vis.iaai.com/singlethumbnail?imageKeys=25218298~SID~I1,https://www.iaai.com/Vehicle?itemID=31591677&RowNumber=176&loadRecent=True
2367,2004 HONDA CIVIC LX,"245,368 mi (Actual)",VIN: 2HGES16584H505487 ,Sedan 4 Door,Front & Rear ,Left & Right Side ,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25217594~SID~I1,https://www.iaai.com/Vehicle?itemID=31591640&RowNumber=175&loadRecent=True
5651,2013 HYUNDAI ACCENT GLS/GS,"122,241 mi (Actual)",VIN: KMHCT5AE1DU114661 ,Hatchback 4 Door,Left Front ,Front End ,Vehicle Won't Start ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=24824968~SID~I1,https://www.iaai.com/Vehicle?itemID=31028153&RowNumber=174&loadRecent=True
2172,2003 HONDA ACCORD LX,"100,000 mi (not required/exept",VIN: 1HGCM72293A014312 ,Coupe 2 Door,none,none,Run & Drive ,Present,Deployed,https://vis.iaai.com/singlethumbnail?imageKeys=25280318~SID~I1,https://www.iaai.com/Vehicle?itemID=31644126&RowNumber=186&loadRecent=True
4019,2007 CHRYSLER PACIFICA ,"102,084 mi (Not Required/Exempt)",VIN: 2A8GM48LX7R103590 ,Sport Utility Vehicle 4 Door,Front End ,Undercarriage ,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25208143~SID~I1,https://www.iaai.com/Vehicle?itemID=31591337&RowNumber=172&loadRecent=True
6194,2010 NISSAN MAXIMA S/SV,"119,527 mi (Actual)",VIN: 1N4AA5AP9AC803504 ,Sedan 4 Door,Right Rear ,Left Front ,Run & Drive (Starts With Jump),Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25002886~SID~I1,https://www.iaai.com/Vehicle?itemID=31269820&RowNumber=181&loadRecent=True
0,1998 HONDA ACCORD LX,"175,308 mi (Not Required/Exempt)",VIN: 1HGCG5647WA054075 ,Sedan 4 Door,Left Rear ,none,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25368823~SID~I1,https://www.iaai.com/Vehicle?itemID=31795340&RowNumber=169&loadRecent=True
15253,2015 VOLVO V60 PREMIER+,"40,360 mi (Actual)",VIN: YV140MEC6F1206514 ,Wagon 4 Door,Front End ,none,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=24015338~SID~I1,https://www.iaai.com/Vehicle?itemID=29901416&RowNumber=171&loadRecent=True
7003,1995 VOLVO 940 ,"158,174 mi (Actual)",VIN: YV1JS8317S1199704 ,Sedan 4 Door,Front End ,none,Run & Drive ,Present,Deployed,https://vis.iaai.com/singlethumbnail?imageKeys=24036953~SID~I1,https://www.iaai.com/Vehicle?itemID=29905249&RowNumber=173&loadRecent=True
0,1979 JEEP CJ7 ,"475,070 mi (Not Required/Exempt)",VIN: J9M93EH813819 ,Unknown Specs,Right Front ,none,Vehicle Won't Start ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25368825~SID~I1,https://www.iaai.com/Vehicle?itemID=31795341&RowNumber=170&loadRecent=True
975,2003 HYUNDAI SONATA GLS/LX,1 mi (Not Required/Exempt),VIN: KMHWF35H03A903512 ,Sedan 4 Door,Biohazard ,none,Vehicle Won't Start ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25332959~SID~I1,https://www.iaai.com/Vehicle?itemID=31735366&RowNumber=178&loadRecent=True
10000,2014 VOLKSWAGEN CC SPORT,"16,629 mi (Actual)",VIN: WVWBP7AN9EE529612 ,Sedan 4 Door,Roof ,Rear ,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25017378~SID~I1,https://www.iaai.com/Vehicle?itemID=31259611&RowNumber=166&loadRecent=True
9291,2013 SUBARU OUTBACK 2.5I LIMITED,"89,151 mi (Actual)",VIN: 4S4BRBKC2D3259803 ,Sport Utility Vehicle 4 Door,Front End ,none,Run & Drive ,Present,Deployed,https://vis.iaai.com/singlethumbnail?imageKeys=24847399~SID~I1,https://www.iaai.com/Vehicle?itemID=31837677&RowNumber=167&loadRecent=True
8340,2011 NISSAN VERSA S/SL,"35,534 mi (Actual)",VIN: 3N1BC1CP9BL413056 ,Hatchback 4 Door,Left Side ,Front End ,Run & Drive ,Present,Deployed,https://vis.iaai.com/singlethumbnail?imageKeys=25207363~SID~I1,https://www.iaai.com/Vehicle?itemID=31578285&RowNumber=164&loadRecent=True
201,1999 TOYOTA CAMRY LE/XLE,"249,419 mi (Actual)",VIN: 4T1BF28K8XU082275 ,Sedan 4 Door,Unknown ,none,Run & Drive (Starts With Jump),Present,"Spare Tire Present, Alloy Wheels",https://vis.iaai.com/singlethumbnail?imageKeys=25329104~SID~I1,https://www.iaai.com/Vehicle?itemID=31734844&RowNumber=168&loadRecent=True
11569,2013 TOYOTA COROLLA S/LE,"47,080 mi (Actual)",VIN: 2T1BU4EE3DC968453 ,Sedan 4 Door,Right Front ,Mechanical ,Vehicle Starts ,Present,Deployed,https://vis.iaai.com/singlethumbnail?imageKeys=24701369~SID~I1,https://www.iaai.com/Vehicle?itemID=31795279&RowNumber=162&loadRecent=True
8985,2014 HYUNDAI GENESIS COUPE 3.8L,"29,035 mi (Actual)",VIN: KMHHU6KJ2EU118420 ,Coupe 2 Door,Hail ,none,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=24961372~SID~I1,https://www.iaai.com/Vehicle?itemID=31795277&RowNumber=161&loadRecent=True
21298,2010 HONDA CIVIC EXL,"999,999 mi (Burnt)",VIN: 19XFA1F94AE011062 ,Sedan 4 Door,Engine Burn ,Exterior Burn ,Cannot Test Start ,N/A,Deployed,https://vis.iaai.com/singlethumbnail?imageKeys=24701412~SID~I1,https://www.iaai.com/Vehicle?itemID=31837670&RowNumber=165&loadRecent=True
8677,2013 TOYOTA CAMRY L/SE/LE/XLE,"145,641 mi (Actual)",VIN: 4T1BF1FK8DU234435 ,Sedan 4 Door,Front End ,Left Front ,Run & Drive ,Present,Deployed,https://vis.iaai.com/singlethumbnail?imageKeys=25038464~SID~I1,https://www.iaai.com/Vehicle?itemID=31330262&RowNumber=163&loadRecent=True
3575,2005 PONTIAC VIBE ,"50,309 mi (Not Actual)",VIN: 5Y2SL63885Z430057 ,Hatchback 4 Door,Front End ,none,Cannot Test Start ,Missing,Deployed,https://vis.iaai.com/singlethumbnail?imageKeys=25198936~SID~I1,https://www.iaai.com/Vehicle?itemID=31591143&RowNumber=157&loadRecent=True
5400,2006 INFINITI M35 SPORT,"138,756 mi (Not Required/Exempt)",VIN: JNKAY01E96M114490 ,Sedan 4 Door,Rear ,none,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25082714~SID~I1,https://www.iaai.com/Vehicle?itemID=31408210&RowNumber=159&loadRecent=True
500,1998 TOYOTA CAMRY CE/LE/XLE,"220,718 mi (Not Required/Exempt)",VIN: 4T1BF22K2WU067598 ,Sedan 4 Door,Left Front ,none,Vehicle Won't Start ,Present,"Spare Tire Unknown, Alloy Wheels",https://vis.iaai.com/singlethumbnail?imageKeys=25246632~SID~I1,https://www.iaai.com/Vehicle?itemID=31640308&RowNumber=158&loadRecent=True
11547,2014 NISSAN ALTIMA 2.5/S/SV/SL,"48,334 mi (Actual)",VIN: 1N4AL3AP4EN231041 ,Sedan 4 Door,Right Rear ,Front & Rear ,Vehicle Starts ,Present,Deployed,https://vis.iaai.com/singlethumbnail?imageKeys=23997174~SID~I1,https://www.iaai.com/Vehicle?itemID=29844940&RowNumber=154&loadRecent=True
3660,2008 HONDA FIT ,"168,590 mi (Not Required/Exempt)",VIN: JHMGD38498S049143 ,Hatchback 4 Door,Rear ,none,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25014618~SID~I1,https://www.iaai.com/Vehicle?itemID=31795268&RowNumber=160&loadRecent=True
3975,2008 HONDA ACCORD LX,"184,455 mi (Actual)",VIN: 1HGCP26378A131472 ,Sedan 4 Door,Front End ,none,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25425513~SID~I1,https://www.iaai.com/Vehicle?itemID=31837658&RowNumber=152&loadRecent=True
2770,2007 HYUNDAI AZERA SE/LIMITED,"272,209 mi (Not Required/Exempt)",VIN: KMHFC46F17A232160 ,Sedan 4 Door,Right Front ,Front End ,Run & Drive (Starts With Jump),Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25174693~SID~I1,https://www.iaai.com/Vehicle?itemID=31500386&RowNumber=151&loadRecent=True
1325,2008 HYUNDAI ACCENT GLS,"88,760 mi (Actual)",VIN: KMHCN46C18U200506 ,Sedan 4 Door,None ,none,Vehicle Won't Start ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25246298~SID~I1,https://www.iaai.com/Vehicle?itemID=31640297&RowNumber=155&loadRecent=True
9447,2007 FORD F150 SUPERCREW,"159,576 mi (Not Required/Exempt)",VIN: 1FTPW12517FA18090 ,Pickup 4 Door,Front End ,Right Front ,Vehicle Starts With Jump ,Present,"Spare Tire Missing, Alloy Wheels",https://vis.iaai.com/singlethumbnail?imageKeys=25197777~SID~I1,https://www.iaai.com/Vehicle?itemID=31591127&RowNumber=156&loadRecent=True
1175,2007 HYUNDAI ACCENT GLS,"148,877 mi (Actual)",VIN: KMHCN46C77U149978 ,Sedan 4 Door,Left Front ,none,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25245779~SID~I1,https://www.iaai.com/Vehicle?itemID=31640279&RowNumber=150&loadRecent=True
2812,1999 HONDA CIVIC EX,"223,489 mi (Actual)",VIN: 1HGEJ8248XL097847 ,Coupe 2 Door,Front End ,none,Vehicle Won't Start ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25176852~SID~I1,https://www.iaai.com/Vehicle?itemID=31488024&RowNumber=147&loadRecent=True
12903,2013 FORD F150 ,"179,631 mi (Actual)",VIN: 1FTMF1CM0DKF02635 ,Pickup 2 Door,Left Front ,Suspension ,Vehicle Starts ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25264841~SID~I1,https://www.iaai.com/Vehicle?itemID=31655324&RowNumber=146&loadRecent=True
2250,2005 HONDA CIVIC EX,"117,471 mi (Actual)",VIN: 2HGES26885H541861 ,Sedan 4 Door,Front End ,Right Front ,Vehicle Won't Start ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25423018~SID~I1,https://www.iaai.com/Vehicle?itemID=31837655&RowNumber=148&loadRecent=True
2795,2006 CADILLAC DTS ,"103,971 mi (Not Required/Exempt)",VIN: 1G6KD57Y66U104454 ,Sedan 4 Door,Front End ,Left Side ,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25190893~SID~I1,https://www.iaai.com/Vehicle?itemID=31591052&RowNumber=149&loadRecent=True
3223,2001 MERCURY SABLE LS PREMIUM,"45,444 mi (Actual)",VIN: 1MEHM55S31A644925 ,Sedan 4 Door,Right Rear ,Left Rear ,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25264544~SID~I1,https://www.iaai.com/Vehicle?itemID=31655309&RowNumber=144&loadRecent=True
3739,2005 TOYOTA PRIUS ,"188,075 mi (Not Required/Exempt)",VIN: JTDKB20U853096063 ,Hatchback 4 Door,All Over ,none,Vehicle Won't Start ,Present,Deployed,https://vis.iaai.com/singlethumbnail?imageKeys=23996293~SID~I1,https://www.iaai.com/Vehicle?itemID=29844720&RowNumber=153&loadRecent=True
12589,2006 LINCOLN TOWN CAR EXECUTIVE,1 mi (Not Required/Exempt),VIN: 1L1FM88W76Y603315 ,Limousine 4 Door,Total Burn ,none,"Cannot Test Start, Engine Damage ",N/A,"Spare Tire Missing, Standard Wheels",https://vis.iaai.com/singlethumbnail?imageKeys=23967699~SID~I1,https://www.iaai.com/Vehicle?itemID=29814150&RowNumber=142&loadRecent=True
7129,2009 TOYOTA CAMRY SE/LE/XLE,"41,033 mi (Not Required/Exempt)",VIN: 4T1BK46K99U095968 ,Sedan 4 Door,Rear ,none,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25077508~SID~I1,https://www.iaai.com/Vehicle?itemID=31408109&RowNumber=141&loadRecent=True
5933,2007 FORD RANGER ,"79,885 mi (Actual)",VIN: 1FTYR10D27PA90951 ,Pickup 2 Door,Front End ,none,Vehicle Won't Start ,Present,Deployed,https://vis.iaai.com/singlethumbnail?imageKeys=25261832~SID~I1,https://www.iaai.com/Vehicle?itemID=31655192&RowNumber=140&loadRecent=True
2363,1999 FORD TAURUS SE/COMFORT/SPORT,"205,471 mi (Not Required/Exempt)",VIN: 1FAFP53S9XG312471 ,Sedan 4 Door,Rear ,none,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25076787~SID~I1,https://www.iaai.com/Vehicle?itemID=31408090&RowNumber=139&loadRecent=True
2175,2007 CHEVROLET IMPALA LT,"83,784 mi (Actual)",VIN: 2G1WT58K979347209 ,Sedan 4 Door,Repossession ,none,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25323395~SID~I1,https://www.iaai.com/Vehicle?itemID=31720257&RowNumber=145&loadRecent=True
2860,2006 NISSAN SENTRA 1.8/1.8S,"133,588 mi (Actual)",VIN: 3N1CB51D26L597186 ,Sedan 4 Door,Right Rear ,none,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25322489~SID~I1,https://www.iaai.com/Vehicle?itemID=31734237&RowNumber=138&loadRecent=True
3223,2005 KIA AMANTI ,"92,677 mi (Not Required/Exempt)",VIN: KNALD124955065685 ,Sedan 4 Door,Rear ,none,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25176596~SID~I1,https://www.iaai.com/Vehicle?itemID=31562374&RowNumber=135&loadRecent=True
6564,2012 HYUNDAI ELANTRA GLS/LIMITED,"109,840 mi (Actual)",VIN: 5NPDH4AE8CH139263 ,Sedan 4 Door,Rear ,All Over ,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=24869412~SID~I1,https://www.iaai.com/Vehicle?itemID=31096524&RowNumber=136&loadRecent=True
16004,2016 TOYOTA CAMRY LE/XLE/SE/XSE,"76,076 mi (Actual)",VIN: 4T1BF1FK6GU194540 ,US,Front End ,none,Run & Drive ,Present,Deployed,https://vis.iaai.com/singlethumbnail?imageKeys=23934023~SID~I1,https://www.iaai.com/Vehicle?itemID=29756781&RowNumber=134&loadRecent=True
0,2013 FORD F250 SUPER DUTY,"168,504 mi (Actual)",VIN: 1FT7X2A61DEA21862 ,Pickup 4 Door,Right Side ,Left Side ,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=24918920~SID~I1,https://www.iaai.com/Vehicle?itemID=31808042&RowNumber=132&loadRecent=True
7986,2010 TOYOTA AVALON XL/XLS/LIMITED,"102,651 mi (Actual)",VIN: 4T1BK3DB1AU364658 ,Sedan 4 Door,Left & Right Side ,Front & Rear ,Run & Drive (Starts With Jump),Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25200334~SID~I1,https://www.iaai.com/Vehicle?itemID=31578059&RowNumber=133&loadRecent=True
6443,2006 FORD FOCUS ZX4,"52,225 mi (Actual)",VIN: 1FAFP34N06W107347 ,Sedan 4 Door,Left Front ,none,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=23949210~SID~I1,https://www.iaai.com/Vehicle?itemID=29795790&RowNumber=137&loadRecent=True
11974,2015 KIA SOUL +,"28,540 mi (Actual)",VIN: KNDJP3A55F7764020 ,Sport Utility Vehicle 4 Door,Right Side ,none,Cannot Test Start ,Missing,Deployed,https://vis.iaai.com/singlethumbnail?imageKeys=23921534~SID~I1,https://www.iaai.com/Vehicle?itemID=29753668&RowNumber=129&loadRecent=True
2979,2000 NISSAN ALTIMA XE/GXE/SE/GLE,"177,563 mi (Actual)",VIN: 1N4DL01D6YC134814 ,Sedan 4 Door,Front End ,none,Vehicle Won't Start ,Present,"Spare Tire Present, Standard Wheels",https://vis.iaai.com/singlethumbnail?imageKeys=23974080~SID~I1,https://www.iaai.com/Vehicle?itemID=29827097&RowNumber=143&loadRecent=True
2100,2006 FORD F150 ,"216,815 mi (Not Required/Exempt)",VIN: 1FTPF12V86NB14738 ,Pickup 2 Door,Repossession ,Hail ,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25348126~SID~I1,https://www.iaai.com/Vehicle?itemID=31856331&RowNumber=127&loadRecent=True
8646,1999 TOYOTA CAMRY CE/LE/XLE,"151,761 mi (Actual)",VIN: 4T1BG28K2XU521399 ,Sedan 4 Door,Front End ,Left Front ,Cannot Test Start ,Missing,Deployed,https://vis.iaai.com/singlethumbnail?imageKeys=25174681~SID~I1,https://www.iaai.com/Vehicle?itemID=31562346&RowNumber=131&loadRecent=True
2200,2008 KIA OPTIMA LX/EX,"141,465 mi (Not Required/Exempt)",VIN: KNAGE123285226694 ,Sedan 4 Door,Repossession ,none,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25352538~SID~I1,https://www.iaai.com/Vehicle?itemID=31856336&RowNumber=128&loadRecent=True
3285,2009 SATURN AURA XE,"191,716 mi (Actual)",VIN: 1G8ZS57B89F117027 ,Sedan 4 Door,Front End ,Left Front ,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=23921472~SID~I1,https://www.iaai.com/Vehicle?itemID=29742503&RowNumber=126&loadRecent=True
5152,2006 BMW 325 I,"175,907 mi (Not Required/Exempt)",VIN: WBAVB13536KR66673 ,Sedan 4 Door,Rollover ,none,Cannot Test Start ,Missing,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=23898740~SID~I1,https://www.iaai.com/Vehicle?itemID=29737885&RowNumber=123&loadRecent=True
11890,2013 HYUNDAI SONATA GLS,"71,076 mi (Actual)",VIN: 5NPEB4AC6DH774701 ,Sedan 4 Door,Front End ,Left Front ,Run & Drive ,Present,Deployed,https://vis.iaai.com/singlethumbnail?imageKeys=23895419~SID~I1,https://www.iaai.com/Vehicle?itemID=29737523&RowNumber=122&loadRecent=True
525,2003 FORD TAURUS SE,"182,570 mi (Not Required/Exempt)",VIN: 1FAFP53U53A126795 ,Sedan 4 Door,Repossession ,none,Vehicle Won't Start ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25332479~SID~I1,https://www.iaai.com/Vehicle?itemID=31856310&RowNumber=124&loadRecent=True
13428,2013 LEXUS ES 300H,"133,300 mi (Actual)",VIN: JTHBW1GG7D2014793 ,Sedan 4 Door,Right Front ,Undercarriage ,Vehicle Starts ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=23869424~SID~I1,https://www.iaai.com/Vehicle?itemID=29736289&RowNumber=120&loadRecent=True
7000,2013 KIA OPTIMA LX,"73,115 mi (Actual)",VIN: KNAGM4A7XD5337531 ,Sedan 4 Door,Front & Rear ,Left & Right Side ,Vehicle Won't Start ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25067297~SID~I1,https://www.iaai.com/Vehicle?itemID=31407958&RowNumber=121&loadRecent=True
